[2021-08-18 20:35:58.448] [renderer1] [error] EACCES: permission denied, open '/usr/share/vscodium-bin/resources/app/extensions/xml/package.json': Error: EACCES: permission denied, open '/usr/share/vscodium-bin/resources/app/extensions/xml/package.json'
[2021-08-18 20:35:58.451] [renderer1] [error] EACCES: permission denied, open '/usr/share/vscodium-bin/resources/app/extensions/ini/package.json': Error: EACCES: permission denied, open '/usr/share/vscodium-bin/resources/app/extensions/ini/package.json'
[2021-08-18 20:35:58.454] [renderer1] [error] EACCES: permission denied, open '/usr/share/vscodium-bin/resources/app/extensions/python/package.json': Error: EACCES: permission denied, open '/usr/share/vscodium-bin/resources/app/extensions/python/package.json'
[2021-08-18 20:35:58.457] [renderer1] [error] EACCES: permission denied, open '/usr/share/vscodium-bin/resources/app/extensions/csharp/package.json': Error: EACCES: permission denied, open '/usr/share/vscodium-bin/resources/app/extensions/csharp/package.json'
[2021-08-18 20:35:58.460] [renderer1] [error] EACCES: permission denied, open '/usr/share/vscodium-bin/resources/app/extensions/lua/package.json': Error: EACCES: permission denied, open '/usr/share/vscodium-bin/resources/app/extensions/lua/package.json'
[2021-08-18 20:35:58.463] [renderer1] [error] EACCES: permission denied, open '/usr/share/vscodium-bin/resources/app/extensions/fsharp/package.json': Error: EACCES: permission denied, open '/usr/share/vscodium-bin/resources/app/extensions/fsharp/package.json'
[2021-08-18 20:35:58.466] [renderer1] [error] EACCES: permission denied, open '/usr/share/vscodium-bin/resources/app/extensions/hlsl/package.json': Error: EACCES: permission denied, open '/usr/share/vscodium-bin/resources/app/extensions/hlsl/package.json'
[2021-08-18 20:35:58.470] [renderer1] [error] EACCES: permission denied, open '/usr/share/vscodium-bin/resources/app/extensions/typescript-basics/package.json': Error: EACCES: permission denied, open '/usr/share/vscodium-bin/resources/app/extensions/typescript-basics/package.json'
[2021-08-18 20:35:58.473] [renderer1] [error] EACCES: permission denied, open '/usr/share/vscodium-bin/resources/app/extensions/merge-conflict/package.json': Error: EACCES: permission denied, open '/usr/share/vscodium-bin/resources/app/extensions/merge-conflict/package.json'
[2021-08-18 20:35:58.478] [renderer1] [error] EACCES: permission denied, open '/usr/share/vscodium-bin/resources/app/extensions/typescript-language-features/package.json': Error: EACCES: permission denied, open '/usr/share/vscodium-bin/resources/app/extensions/typescript-language-features/package.json'
[2021-08-18 20:35:58.484] [renderer1] [error] EACCES: permission denied, open '/usr/share/vscodium-bin/resources/app/extensions/theme-monokai/package.json': Error: EACCES: permission denied, open '/usr/share/vscodium-bin/resources/app/extensions/theme-monokai/package.json'
[2021-08-18 20:35:58.487] [renderer1] [error] EACCES: permission denied, open '/usr/share/vscodium-bin/resources/app/extensions/sql/package.json': Error: EACCES: permission denied, open '/usr/share/vscodium-bin/resources/app/extensions/sql/package.json'
[2021-08-18 20:35:58.492] [renderer1] [error] EACCES: permission denied, open '/usr/share/vscodium-bin/resources/app/extensions/powershell/package.json': Error: EACCES: permission denied, open '/usr/share/vscodium-bin/resources/app/extensions/powershell/package.json'
[2021-08-18 20:35:58.495] [renderer1] [error] EACCES: permission denied, open '/usr/share/vscodium-bin/resources/app/extensions/theme-solarized-dark/package.json': Error: EACCES: permission denied, open '/usr/share/vscodium-bin/resources/app/extensions/theme-solarized-dark/package.json'
[2021-08-18 20:35:58.498] [renderer1] [error] EACCES: permission denied, open '/usr/share/vscodium-bin/resources/app/extensions/theme-defaults/package.json': Error: EACCES: permission denied, open '/usr/share/vscodium-bin/resources/app/extensions/theme-defaults/package.json'
[2021-08-18 20:35:58.501] [renderer1] [error] EACCES: permission denied, open '/usr/share/vscodium-bin/resources/app/extensions/theme-quietlight/package.json': Error: EACCES: permission denied, open '/usr/share/vscodium-bin/resources/app/extensions/theme-quietlight/package.json'
